Epoch,Train_Cls_Loss,Train_Dom_Acc,Train_Dom_MCC,Val_Target_AUC,Alpha
1,0.6757270231246948,0.171375,0.035899458787616974,0.8146997380124588,0.0
2,0.6613206465244293,0.2018125,0.019199238892193347,0.8020761849154322,0.0
3,0.659608271241188,0.2013125,0.04715063938915458,0.8087860612011997,0.0
4,0.6564584453105926,0.1995625,0.04487886787792437,0.801886613611978,0.0
5,0.6579427853822708,0.1955625,0.027367284292006935,0.760082823702479,0.0
6,0.6559805774688721,0.19875,0.05889193735209401,0.7760470970946302,0.0
7,0.6522550837993621,0.208,0.05431304109242413,0.8419752571534731,0.0
8,0.6487714595794678,0.2096875,0.04242842360796092,0.835309456195759,0.0
9,0.651554884314537,0.2070625,0.056015876509718565,0.8222603155224775,0.0
10,0.6469948537349701,0.2115625,0.07440016475191734,0.7869393902628598,0.0
11,0.6498633419275284,0.197375,0.026582752150980535,0.832483421989513,0.02495
12,0.6502964147329331,0.198375,0.008758746158964706,0.8168362066023893,0.04995
13,0.6478984186649323,0.1979375,0.007524767872914212,0.7765608353269915,0.07495
14,0.6478223640918732,0.19875,0.016889924248739904,0.8450268812108298,0.09995
15,0.645814421415329,0.1940625,-0.01014240197080444,0.8287844119308596,0.12495
16,0.6468108698129654,0.1995625,0.00957095005197128,0.8439856608266068,0.14995
17,0.6510939145088196,0.19925,0.017613627196733667,0.8182565695935213,0.17495
18,0.6489682859182357,0.2005,0.026317997430735547,0.8439553294180541,0.19995
19,0.6456884119510651,0.1999375,0.010326606610922984,0.8318360359882162,0.22495
20,0.6459495557546615,0.20125,0.007862358543656378,0.7526478371809988,0.24995
21,0.647538877606392,0.1985625,0.00881249117435117,0.8142523497363064,0.27495
22,0.6461292387247085,0.2005625,-0.020122901872770205,0.8440994036086793,0.29995
23,0.6479798064231873,0.1975625,0.005010538139786572,0.8220423085235049,0.32495
24,0.6418696284294129,0.19975,0.018488340960180906,0.839760116472609,0.34995
25,0.6445586647987366,0.201125,0.010578632357075068,0.807478493135623,0.37495
26,0.6424156500101089,0.1965,-0.006994720332427621,0.8354028200627102,0.39995
27,0.6465854728221894,0.199375,0.032577695233961854,0.8351653820051336,0.42495
28,0.642974312543869,0.1975,-0.017734593330546253,0.8380018426330695,0.44995
29,0.640775478363037,0.2011875,0.00023214798720465026,0.8235768882249681,0.47495
30,0.6459416548013687,0.2026875,0.012746463043920454,0.8503235034293449,0.49995
31,0.6445150383710861,0.1990625,0.013930539585305856,0.8332322286381577,0.52495
32,0.6435718512535096,0.1994375,0.03321638879680265,0.8189200691556114,0.54995
33,0.6459527304172515,0.2015,0.008611628289995116,0.8243617134212692,0.57495
34,0.6451688967943191,0.197375,-0.004959833150047238,0.8259834959223213,0.59995
35,0.6447123579978943,0.1923125,-0.00729748980266681,0.8239588744014286,0.62495
36,0.6441212797164917,0.196625,0.005644688094313921,0.8220607917255919,0.64995
37,0.6447013137340546,0.1924375,0.018475050924533516,0.8413909036105751,0.67495
38,0.6456525230407715,0.1984375,0.002433106169888903,0.8429363836619868,0.69995
39,0.6448461358547211,0.1980625,0.010372910500330797,0.8468519789348365,0.72495
40,0.6459778373241425,0.1985,0.007662455716135989,0.8476543394767073,0.74995
41,0.6457670596837998,0.2003125,0.004316156625114174,0.8405103449060295,0.77495
42,0.6445384250879288,0.196375,0.006418462394611352,0.8525770322991587,0.79995
43,0.6444694617390633,0.197625,-0.00048422273829197186,0.8508903216266736,0.82495
44,0.6408698140382767,0.1996875,0.013280888142702854,0.8432340106084101,0.84995
45,0.6451304959058761,0.19675,0.0030794081088130836,0.8421288099092712,0.87495
46,0.6441735233068466,0.2078125,0.00788037019064285,0.8348217840176225,0.89995
47,0.6442134588956833,0.201,-0.001803306777479911,0.8455150273172248,0.92495
48,0.6441926666498184,0.201875,-0.0017755801774735265,0.8426572399176503,0.94995
49,0.6451937180757522,0.1979375,0.0054003182735230144,0.8303455316148063,0.97495
50,0.646302300453186,0.2025625,0.018792310906588956,0.8497386759581882,0.99995
